inventory_id,warehouse_id,product_id,inventory_date,quantity_on_hand,reserved_quantity,reorder_level
INV00000467,WH001,PROD00207,2025-05-25,1286,282,78
INV00000468,WH001,PROD00230,2026-03-04,2193,90,22
INV00000469,WH001,PROD00359,2025-04-16,3368,354,19
INV00000470,WH001,PROD00117,2025-08-11,4876,125,126
INV00000471,WH001,PROD00395,2025-08-29,4875,181,160
INV00000472,WH001,PROD00219,2025-05-04,2043,470,116
INV00000473,WH001,PROD00280,2026-02-23,179,116,137
INV00000474,WH001,PROD00435,2026-05-27,3949,467,80
INV00000475,WH001,PROD00388,2025-12-07,1611,128,17
INV00000476,WH001,PROD00035,2025-08-06,4439,315,47
INV00000477,WH001,PROD00085,2025-08-06,3150,35,40
INV00000478,WH001,PROD00386,2025-12-17,1095,141,146
INV00000479,WH001,PROD00378,2026-03-10,2796,71,42
INV00000480,WH001,PROD00273,2026-05-03,2620,297,191
INV00000481,WH001,PROD00042,2025-05-24,2257,34,159
INV00000482,WH001,PROD00398,2026-07-27,4250,36,52
INV00000483,WH001,PROD00300,2025-02-03,1068,195,150
INV00000484,WH001,PROD00039,2025-06-12,627,444,143
INV00000485,WH001,PROD00032,2025-03-21,17,88,198
INV00000486,WH001,PROD00047,2025-08-29,2231,208,117
INV00000487,WH001,PROD00268,2025-02-25,4433,229,62
INV00000488,WH001,PROD00463,2025-07-28,2878,244,12
INV00000489,WH001,PROD00380,2026-06-01,13,493,57
INV00000490,WH001,PROD00407,2026-01-04,2348,41,132
INV00000491,WH001,PROD00431,2026-05-22,4356,122,43
INV00000492,WH001,PROD00381,2026-02-02,804,5,175
INV00000493,WH001,PROD00003,2025-03-23,2696,185,52
INV00000494,WH001,PROD00339,2025-11-27,1059,309,184
INV00000495,WH001,PROD00295,2026-03-29,3476,258,73
INV00000496,WH001,PROD00331,2025-10-01,4486,227,141
INV00000497,WH001,PROD00430,2025-10-14,1792,337,176
INV00000498,WH001,PROD00316,2025-11-02,68,284,86
INV00000499,WH001,PROD00177,2026-08-02,3744,110,198
INV00000500,WH001,PROD00399,2025-10-17,3852,453,75
INV00000501,WH002,PROD00137,2026-01-01,2584,246,22
INV00000502,WH002,PROD00211,2025-12-27,255,0,177
INV00000503,WH002,PROD00449,2025-09-02,382,57,89
INV00000504,WH002,PROD00024,2025-11-21,4846,471,174
INV00000505,WH002,PROD00124,2025-04-02,1998,46,37
INV00000506,WH002,PROD00330,2026-02-10,1673,199,46
INV00000507,WH002,PROD00288,2026-04-07,4944,326,85
INV00000508,WH002,PROD00159,2025-08-30,2854,363,181
INV00000509,WH002,PROD00439,2026-07-04,1613,8,53
INV00000510,WH002,PROD00358,2026-04-09,3108,222,21
INV00000511,WH002,PROD00313,2025-09-06,1501,462,190
INV00000512,WH002,PROD00155,2026-05-01,568,314,109
INV00000513,WH002,PROD00361,2026-07-22,2306,404,21
INV00000514,WH002,PROD00473,2025-05-26,1648,119,174
INV00000515,WH002,PROD00379,2026-07-08,136,205,120
INV00000516,WH002,PROD00257,2025-05-09,800,393,163
INV00000517,WH002,PROD00340,2026-04-20,2991,153,132
INV00000518,WH002,PROD00202,2026-02-08,4013,399,96
INV00000519,WH002,PROD00266,2025-02-14,4519,407,151
INV00000520,WH002,PROD00461,2025-01-13,626,76,75
INV00000521,WH002,PROD00031,2025-02-11,1721,114,158
INV00000522,WH002,PROD00273,2025-08-31,888,217,191
INV00000523,WH002,PROD00077,2025-12-10,0,397,157
INV00000524,WH002,PROD00176,2025-11-22,1627,99,14
INV00000525,WH002,PROD00251,2025-10-17,3354,246,184
INV00000526,WH002,PROD00390,2025-08-24,494,23,10
INV00000527,WH002,PROD00093,2025-09-28,3795,375,177
INV00000528,WH002,PROD00364,2026-03-31,257,116,149
INV00000529,WH002,PROD00322,2025-07-24,466,18,127
INV00000530,WH002,PROD00372,2026-02-04,3050,329,101
INV00000531,WH002,PROD00399,2026-01-26,3765,366,75
INV00000532,WH002,PROD00103,2025-09-27,902,242,12
INV00000533,WH002,PROD00356,2025-09-14,1756,211,157
INV00000534,WH002,PROD00381,2026-05-31,1708,465,175
INV00000535,WH002,PROD00198,2025-01-20,2125,288,42
INV00000536,WH002,PROD00422,2025-02-10,4051,106,135
INV00000537,WH002,PROD00013,2026-03-17,450,332,177
INV00000538,WH002,PROD00191,2026-07-11,3424,56,190
INV00000539,WH002,PROD00190,2025-09-30,3095,38,16
INV00000540,WH002,PROD00338,2026-08-03,3854,396,177
INV00000541,WH002,PROD00312,2025-11-28,1102,92,167
INV00000542,WH002,PROD00412,2025-12-24,1939,441,109
INV00000543,WH002,PROD00433,2025-05-09,1055,283,183
INV00000544,WH002,PROD00382,2026-03-21,4051,296,45
INV00000545,WH002,PROD00442,2025-06-13,1927,399,172
INV00000546,WH002,PROD00188,2025-10-09,664,207,102
INV00000547,WH002,PROD00483,2026-01-05,3136,237,151
INV00000548,WH002,PROD00428,2026-02-27,3038,496,99
INV00000549,WH002,PROD00071,2025-10-06,3160,18,50
INV00000550,WH002,PROD00353,2025-01-17,3253,431,166
INV00000551,WH002,PROD00147,2025-08-01,4595,292,175
INV00000552,WH002,PROD00080,2026-07-30,1005,462,179
INV00000553,WH002,PROD00185,2025-12-17,1502,253,123
INV00000554,WH002,PROD00037,2025-01-08,650,421,162
INV00000555,WH002,PROD00402,2026-01-18,1645,25,76
INV00000556,WH002,PROD00116,2025-10-27,464,130,185
INV00000557,WH002,PROD00454,2025-04-09,4819,175,177
INV00000558,WH002,PROD00106,2025-10-13,3946,474,43
INV00000559,WH002,PROD00408,2025-11-04,4131,392,39
INV00000560,WH002,PROD00446,2025-04-03,2067,379,50
INV00000561,WH002,PROD00305,2025-06-23,4026,472,183
INV00000562,WH002,PROD00280,2025-05-15,906,418,137
INV00000563,WH002,PROD00492,2026-01-16,461,178,186
INV00000564,WH002,PROD00083,2025-07-16,3607,196,188
INV00000565,WH002,PROD00043,2026-03-20,4557,233,117
INV00000566,WH002,PROD00378,2025-06-18,973,134,42
INV00000567,WH002,PROD00084,2025-10-14,3241,274,89
INV00000568,WH002,PROD00213,2025-12-16,3410,458,151
INV00000569,WH002,PROD00459,2026-07-05,1405,479,133
INV00000570,WH002,PROD00227,2025-06-18,2783,20,41
INV00000571,WH002,PROD00443,2026-06-25,3822,201,115
INV00000572,WH002,PROD00475,2026-02-13,53,61,115
INV00000573,WH002,PROD00424,2026-02-18,2457,476,142
INV00000574,WH002,PROD00287,2026-06-04,4236,100,101
INV00000575,WH002,PROD00346,2025-04-24,559,301,85
INV00000576,WH002,PROD00374,2026-08-12,4929,460,73
INV00000577,WH002,PROD00098,2026-06-28,4020,118,56
INV00000578,WH002,PROD00206,2025-11-05,4453,484,98
INV00000579,WH002,PROD00196,2026-06-24,1956,220,32
INV00000580,WH002,PROD00375,2025-05-26,2132,220,113
INV00000581,WH002,PROD00307,2026-01-09,4241,81,48
INV00000582,WH002,PROD00141,2026-03-31,3799,328,43
INV00000583,WH002,PROD00055,2025-04-14,2099,67,147
INV00000584,WH002,PROD00233,2025-03-23,1769,427,69
INV00000585,WH002,PROD00456,2025-03-05,3601,274,169
INV00000586,WH002,PROD00450,2025-03-25,234,296,86
INV00000587,WH002,PROD00491,2025-05-05,1108,159,24
INV00000588,WH002,PROD00342,2025-04-15,1426,196,12
INV00000589,WH002,PROD00463,2026-04-11,3183,206,12
INV00000590,WH002,PROD00411,2025-07-22,4131,200,181
INV00000591,WH002,PROD00048,2025-03-28,3712,443,27
INV00000592,WH002,PROD00274,2025-06-06,3861,59,167
INV00000593,WH002,PROD00168,2025-03-05,3467,494,16
INV00000594,WH002,PROD00027,2025-12-14,3753,140,147
INV00000595,WH002,PROD00397,2025-06-02,2478,25,154
INV00000596,WH002,PROD00200,2025-04-28,0,191,30
INV00000597,WH002,PROD00108,2025-10-23,2485,179,96
INV00000598,WH002,PROD00112,2026-02-16,2353,389,128
INV00000599,WH002,PROD00430,2025-08-10,4698,479,176
INV00000600,WH002,PROD00498,2026-01-29,4216,205,20
INV00000601,WH002,PROD00470,2026-08-06,329,464,142
INV00000602,WH002,PROD00119,2026-01-11,1850,429,47
INV00000603,WH002,PROD00309,2025-09-27,4554,25,131
INV00000604,WH002,PROD00060,2025-03-16,4044,479,187
INV00000605,WH002,PROD00056,2025-01-31,1376,418,32
INV00000606,WH002,PROD00310,2026-06-20,2404,273,97
INV00000607,WH002,PROD00291,2026-02-23,4801,246,36
INV00000608,WH002,PROD00441,2025-11-13,1959,202,94
INV00000609,WH002,PROD00362,2025-07-01,3695,225,151
INV00000610,WH002,PROD00385,2026-05-19,773,219,130
INV00000611,WH002,PROD00018,2025-10-28,4626,169,42
INV00000612,WH002,PROD00046,2025-04-18,2087,469,93
INV00000613,WH002,PROD00006,2026-03-19,265,480,25
INV00000614,WH002,PROD00008,2026-05-13,1553,46,155
INV00000615,WH002,PROD00467,2025-05-20,808,436,107
INV00000616,WH002,PROD00466,2025-09-13,4576,55,50
INV00000617,WH002,PROD00069,2026-03-31,454,347,123
INV00000618,WH002,PROD00445,2025-11-17,4454,77,90
INV00000619,WH002,PROD00398,2025-09-03,4877,294,52
INV00000620,WH002,PROD00316,2026-02-16,178,364,86
INV00000621,WH002,PROD00417,2026-07-20,4274,0,80
INV00000622,WH002,PROD00125,2025-05-24,3391,26,80
INV00000623,WH002,PROD00267,2025-05-01,484,267,141
INV00000624,WH002,PROD00181,2025-03-06,91,267,22
INV00000625,WH002,PROD00160,2025-01-23,3438,217,97
INV00000626,WH002,PROD00122,2026-07-04,4488,133,102
INV00000627,WH002,PROD00276,2025-01-07,4041,217,55
INV00000628,WH002,PROD00323,2026-06-01,500,194,103
INV00000629,WH002,PROD00294,2026-06-09,584,449,52
INV00000630,WH002,PROD00496,2025-01-28,2011,197,172
INV00000631,WH002,PROD00388,2025-11-26,4600,473,17
INV00000632,WH002,PROD00052,2026-01-22,2797,131,87
INV00000633,WH002,PROD00079,2025-05-31,731,158,114
INV00000634,WH002,PROD00144,2026-01-29,3601,82,168
INV00000635,WH002,PROD00164,2025-11-21,2721,171,59
INV00000636,WH002,PROD00241,2025-10-11,4242,97,180
INV00000637,WH002,PROD00104,2026-08-08,3416,5,165
INV00000638,WH002,PROD00212,2025-05-23,3153,20,196
INV00000639,WH002,PROD00012,2026-05-16,2691,310,72
INV00000640,WH002,PROD00032,2025-09-03,3699,243,198
INV00000641,WH002,PROD00057,2026-04-19,2268,60,17
INV00000642,WH002,PROD00132,2026-07-20,1507,154,81
INV00000643,WH002,PROD00350,2026-07-10,22,73,112
INV00000644,WH002,PROD00384,2025-06-03,1574,198,109
INV00000645,WH002,PROD00299,2026-04-05,1584,160,110
INV00000646,WH002,PROD00278,2025-07-10,4768,428,188
INV00000647,WH002,PROD00067,2025-02-16,355,421,185
INV00000648,WH002,PROD00407,2025-05-26,1189,180,132
INV00000649,WH002,PROD00230,2025-09-18,3463,368,22
INV00000650,WH002,PROD00134,2026-05-21,1958,148,96
INV00000651,WH002,PROD00021,2026-06-01,2186,86,115
INV00000652,WH002,PROD00334,2026-07-02,219,0,154
INV00000653,WH002,PROD00114,2025-08-30,3624,342,188
INV00000654,WH002,PROD00420,2026-05-06,4168,136,46
INV00000655,WH002,PROD00331,2025-10-09,4415,352,141
INV00000656,WH002,PROD00423,2025-01-20,1116,240,78
INV00000657,WH002,PROD00403,2025-10-12,91,315,33
INV00000658,WH002,PROD00480,2026-02-15,3722,120,193
INV00000659,WH002,PROD00455,2025-07-12,3899,375,189
INV00000660,WH002,PROD00242,2026-04-18,4976,231,186
INV00000661,WH002,PROD00218,2025-03-06,2174,331,139
INV00000662,WH002,PROD00216,2025-01-16,1551,82,192
INV00000663,WH002,PROD00315,2025-09-19,0,441,110
INV00000664,WH002,PROD00221,2026-03-18,885,61,107
INV00000665,WH002,PROD00460,2026-07-01,4614,440,181
INV00000666,WH002,PROD00493,2025-07-31,3049,441,182
INV00000667,WH002,PROD00050,2025-10-16,2854,100,165
INV00000668,WH002,PROD00452,2025-04-15,2110,157,67
INV00000669,WH002,PROD00436,2026-08-01,16,314,163
INV00000670,WH002,PROD00001,2025-12-02,763,107,58
INV00000671,WH002,PROD00096,2025-06-26,4548,108,33
INV00000672,WH002,PROD00138,2025-06-07,3386,129,65
INV00000673,WH002,PROD00500,2026-07-18,589,217,167
INV00000674,WH002,PROD00297,2026-08-02,2896,49,176
INV00000675,WH002,PROD00487,2026-04-06,4441,427,150
INV00000676,WH002,PROD00109,2025-09-12,4003,70,111
INV00000677,WH002,PROD00062,2025-06-25,2507,136,90
INV00000678,WH002,PROD00440,2025-03-19,1705,109,56
INV00000679,WH002,PROD00197,2025-03-06,4067,373,114
INV00000680,WH002,PROD00401,2025-03-24,4695,442,185
INV00000681,WH002,PROD00177,2026-05-04,2637,126,198
INV00000682,WH002,PROD00357,2026-02-28,3723,189,50
INV00000683,WH002,PROD00136,2025-11-28,1638,216,89
INV00000684,WH002,PROD00110,2025-05-10,1826,400,182
INV00000685,WH002,PROD00261,2025-05-24,2554,485,67
INV00000686,WH002,PROD00250,2026-04-14,3831,193,174
INV00000687,WH002,PROD00451,2025-03-29,842,174,97
INV00000688,WH002,PROD00065,2026-02-08,205,123,173
INV00000689,WH002,PROD00328,2025-12-14,4448,35,183
INV00000690,WH002,PROD00418,2026-06-14,3191,424,47
INV00000691,WH002,PROD00045,2025-12-08,1159,23,110
INV00000692,WH002,PROD00120,2026-06-23,309,495,16
INV00000693,WH002,PROD00481,2026-06-29,1134,349,58
INV00000694,WH002,PROD00010,2025-08-31,326,471,181
INV00000695,WH002,PROD00400,2025-09-13,2874,172,136
INV00000696,WH002,PROD00089,2025-12-13,3647,124,133
INV00000697,WH002,PROD00201,2025-09-03,3983,454,138
INV00000698,WH002,PROD00270,2026-06-19,4614,218,137
INV00000699,WH002,PROD00174,2026-06-17,4654,397,57
INV00000700,WH002,PROD00457,2025-11-22,4313,203,37
INV00000701,WH002,PROD00383,2025-09-12,4173,241,107
INV00000702,WH002,PROD00429,2026-05-08,4396,300,22
INV00000703,WH002,PROD00222,2025-12-05,345,423,90
INV00000704,WH002,PROD00354,2025-08-26,4899,347,137
INV00000705,WH002,PROD00416,2025-12-18,2151,430,162
INV00000706,WH002,PROD00333,2026-07-06,4870,164,119
INV00000707,WH002,PROD00091,2026-06-14,1666,210,131
INV00000708,WH002,PROD00100,2025-06-07,649,363,129
INV00000709,WH002,PROD00431,2025-03-24,2448,184,43
INV00000710,WH002,PROD00165,2026-01-15,665,279,117
INV00000711,WH002,PROD00111,2025-08-14,86,462,130
INV00000712,WH002,PROD00053,2026-02-16,3099,492,175
INV00000713,WH002,PROD00336,2026-01-23,1854,276,176
INV00000714,WH002,PROD00499,2026-02-03,1152,107,129
INV00000715,WH002,PROD00039,2025-10-31,4251,110,143
INV00000716,WH002,PROD00298,2026-04-27,4548,107,111
INV00000717,WH002,PROD00365,2025-09-19,4372,202,187
INV00000718,WH002,PROD00152,2026-06-15,3132,461,199
INV00000719,WH002,PROD00489,2025-08-29,540,23,100
INV00000720,WH002,PROD00244,2025-11-03,1469,454,73
INV00000721,WH002,PROD00085,2025-04-21,1422,16,40
INV00000722,WH002,PROD00094,2026-04-01,1518,378,176
INV00000723,WH002,PROD00097,2026-03-09,0,275,24
INV00000724,WH002,PROD00301,2026-04-15,272,71,114
INV00000725,WH002,PROD00434,2025-02-16,3043,89,162
INV00000726,WH002,PROD00386,2025-06-28,2312,38,146
INV00000727,WH002,PROD00258,2025-10-26,4611,326,86
INV00000728,WH002,PROD00363,2026-02-14,631,451,72
INV00000729,WH002,PROD00339,2026-08-05,1363,440,184
INV00000730,WH002,PROD00019,2026-03-19,4067,127,63
INV00000731,WH002,PROD00169,2025-06-03,4739,486,17
INV00000732,WH002,PROD00035,2025-05-16,3477,451,47
INV00000733,WH002,PROD00041,2026-07-05,3743,421,116
INV00000734,WH002,PROD00317,2026-08-13,1148,202,46
INV00000735,WH002,PROD00068,2026-05-13,2547,376,40
INV00000736,WH002,PROD00128,2025-06-07,1121,218,49
INV00000737,WH002,PROD00140,2026-07-05,423,90,64
INV00000738,WH002,PROD00193,2025-12-07,529,20,91
INV00000739,WH002,PROD00304,2025-11-08,942,12,31
INV00000740,WH002,PROD00186,2025-08-18,125,369,80
INV00000741,WH002,PROD00099,2026-02-27,472,73,159
INV00000742,WH002,PROD00373,2026-06-08,155,162,185
INV00000743,WH002,PROD00064,2025-12-30,3511,477,146
INV00000744,WH002,PROD00117,2025-12-23,1621,321,126
INV00000745,WH002,PROD00224,2025-02-04,2366,258,106
INV00000746,WH002,PROD00175,2025-01-12,2788,441,139
INV00000747,WH002,PROD00437,2025-08-26,3932,442,117
INV00000748,WH002,PROD00389,2026-04-16,1823,376,54
INV00000749,WH002,PROD00028,2025-01-21,456,451,179
INV00000750,WH002,PROD00015,2025-09-19,459,175,77
INV00000751,WH002,PROD00369,2025-12-05,4348,360,121
INV00000752,WH002,PROD00377,2025-06-23,4029,125,31
INV00000753,WH002,PROD00092,2026-02-08,2270,252,94
INV00000754,WH002,PROD00255,2025-02-15,2793,436,163
INV00000755,WH002,PROD00240,2025-08-04,2634,46,94
INV00000756,WH002,PROD00072,2026-03-01,4115,499,190
INV00000757,WH002,PROD00290,2025-03-27,786,408,79
INV00000758,WH002,PROD00277,2025-09-30,370,282,100
INV00000759,WH002,PROD00414,2025-05-20,2339,386,47
INV00000760,WH002,PROD00014,2026-02-02,3549,23,37
INV00000761,WH002,PROD00495,2026-06-01,2965,316,151
INV00000762,WH002,PROD00260,2025-01-01,2835,16,116
INV00000763,WH002,PROD00142,2026-08-02,2059,1,199
INV00000764,WH002,PROD00484,2025-09-03,4636,77,54
INV00000765,WH002,PROD00348,2025-09-17,2017,347,149
INV00000766,WH002,PROD00220,2026-05-22,713,413,68
INV00000767,WH002,PROD00325,2025-09-26,4316,263,40
INV00000768,WH002,PROD00204,2026-02-16,2624,22,87
INV00000769,WH002,PROD00171,2025-08-23,4991,92,48
INV00000770,WH002,PROD00265,2026-03-15,2178,145,58
INV00000771,WH002,PROD00289,2025-10-28,4803,271,109
INV00000772,WH002,PROD00070,2025-03-17,4292,138,35
INV00000773,WH002,PROD00040,2026-07-29,3026,241,91
INV00000774,WH002,PROD00145,2026-07-13,2357,16,144
INV00000775,WH002,PROD00419,2025-09-28,1115,277,115
INV00000776,WH002,PROD00468,2025-03-24,2576,186,43
INV00000777,WH002,PROD00078,2026-06-28,3213,166,123
INV00000778,WH002,PROD00479,2025-04-16,2054,12,172
INV00000779,WH002,PROD00074,2025-11-20,4745,409,28
INV00000780,WH002,PROD00225,2026-07-20,2757,215,194
INV00000781,WH002,PROD00259,2025-08-22,3339,245,119
INV00000782,WH002,PROD00302,2026-07-16,3401,20,106
INV00000783,WH002,PROD00129,2025-06-07,3450,356,105
INV00000784,WH002,PROD00007,2026-05-10,3184,227,140
INV00000785,WH002,PROD00058,2025-06-24,4929,316,162
INV00000786,WH002,PROD00341,2025-07-20,89,311,86
INV00000787,WH002,PROD00471,2025-01-17,4972,305,152
INV00000788,WH002,PROD00444,2025-06-02,4894,290,127
INV00000789,WH002,PROD00320,2026-01-27,1336,298,139
INV00000790,WH002,PROD00121,2025-04-02,2096,173,77
INV00000791,WH002,PROD00183,2026-07-20,3754,495,31
INV00000792,WH002,PROD00319,2026-07-01,2574,100,168
INV00000793,WH002,PROD00081,2025-10-28,1593,127,113
INV00000794,WH002,PROD00173,2025-04-09,518,202,141
INV00000795,WH002,PROD00059,2026-02-26,2274,185,135
INV00000796,WH002,PROD00368,2026-07-26,2708,300,31
INV00000797,WH002,PROD00187,2025-12-26,922,403,17
INV00000798,WH002,PROD00051,2025-11-02,4185,184,106
INV00000799,WH002,PROD00228,2025-08-23,291,201,192
INV00000800,WH002,PROD00234,2025-07-23,270,344,111
INV00000801,WH002,PROD00189,2026-06-11,4542,255,29
INV00000802,WH002,PROD00087,2025-12-22,3161,282,44
INV00000803,WH002,PROD00318,2026-05-01,511,276,147
INV00000804,WH002,PROD00020,2025-07-03,577,407,49
INV00000805,WH002,PROD00203,2025-10-31,4545,11,63
INV00000806,WH002,PROD00163,2026-03-05,1023,303,166
INV00000807,WH002,PROD00295,2025-06-15,298,145,73
INV00000808,WH002,PROD00245,2026-04-22,176,400,150
INV00000809,WH002,PROD00157,2025-07-14,3861,200,95
INV00000810,WH002,PROD00485,2026-06-15,3278,160,108
INV00000811,WH002,PROD00229,2025-12-17,3777,166,147
INV00000812,WH002,PROD00170,2025-01-09,2071,128,130
INV00000813,WH002,PROD00205,2026-06-13,1425,271,116
INV00000814,WH002,PROD00447,2025-03-28,2364,383,132
INV00000815,WH002,PROD00279,2025-12-03,3342,5,113
INV00000816,WH002,PROD00236,2026-05-12,1475,364,129
INV00000817,WH002,PROD00042,2025-07-16,1958,421,159
INV00000818,WH002,PROD00246,2025-05-16,4654,382,184
INV00000819,WH002,PROD00131,2025-09-23,3917,34,139
INV00000820,WH002,PROD00243,2026-06-20,4552,498,126
INV00000821,WH002,PROD00239,2026-08-11,4253,413,45
INV00000822,WH002,PROD00214,2025-04-29,1386,329,169
INV00000823,WH002,PROD00082,2025-08-10,1582,199,137
INV00000824,WH002,PROD00494,2025-02-24,2937,194,180
INV00000825,WH002,PROD00026,2025-04-21,4704,117,140
INV00000826,WH002,PROD00306,2025-09-14,312,136,142
INV00000827,WH002,PROD00396,2026-02-15,2984,245,189
INV00000828,WH002,PROD00023,2025-07-24,1340,311,178
INV00000829,WH002,PROD00088,2025-08-11,4416,259,82
INV00000830,WH002,PROD00009,2025-07-04,4855,209,143
INV00000831,WH002,PROD00161,2025-01-21,1548,154,35
INV00000832,WH002,PROD00073,2025-07-20,3066,121,60
INV00000833,WH002,PROD00025,2025-09-23,2020,223,77
INV00000834,WH002,PROD00351,2025-06-05,201,66,62
INV00000835,WH002,PROD00107,2025-02-03,4087,196,103
INV00000836,WH002,PROD00101,2026-07-15,3132,338,118
INV00000837,WH002,PROD00226,2025-06-10,3609,358,86
INV00000838,WH002,PROD00153,2025-09-05,21,495,25
INV00000839,WH002,PROD00162,2026-07-11,2070,91,187
INV00000840,WH002,PROD00482,2025-09-09,4174,454,125
INV00000841,WH002,PROD00215,2026-06-17,3981,409,103
INV00000842,WH002,PROD00238,2026-05-28,1431,431,173
INV00000843,WH002,PROD00086,2026-04-10,513,311,72
INV00000844,WH002,PROD00394,2025-12-02,3403,215,176
INV00000845,WH002,PROD00209,2025-06-20,1552,370,137
INV00000846,WH002,PROD00066,2025-02-14,0,13,23
INV00000847,WH002,PROD00435,2025-02-28,3924,198,80
INV00000848,WH002,PROD00208,2026-04-26,4328,339,117
INV00000849,WH002,PROD00182,2025-09-01,3500,424,108
INV00000850,WH002,PROD00167,2025-02-12,998,397,141
INV00000851,WH002,PROD00272,2026-03-05,813,273,25
INV00000852,WH002,PROD00127,2026-01-20,3170,470,126
INV00000853,WH002,PROD00387,2025-02-07,690,100,54
INV00000854,WH002,PROD00263,2025-07-14,147,4,33
INV00000855,WH002,PROD00017,2025-02-11,1013,300,38
INV00000856,WH002,PROD00347,2026-04-03,2547,35,145
INV00000857,WH002,PROD00075,2026-03-03,2453,430,129
INV00000858,WH002,PROD00478,2025-05-10,4308,222,103
INV00000859,WH002,PROD00158,2026-06-21,2983,452,110
INV00000860,WH002,PROD00413,2025-02-01,1210,374,192
INV00000861,WH002,PROD00296,2025-10-02,3711,64,111
INV00000862,WH002,PROD00113,2026-04-11,3245,110,39
